name,online_order,book_table,rate,votes,location,rest_type,cuisines,average cost for 2
Mainland China,Yes,Yes,4.5,1401,Church Street,Bar Casual Dining,Chinese Momos,1700.0
Empire Restaurant,Yes,No,4.0,3213,Church Street,Casual Dining,Chinese Indian Indian Mughlai North South,750.0
Olive Bar And Kitchen,No,Yes,4.5,2198,Richmond Road,Casual Dining,European Mediterranean Salad,1800.0
Ebony,Yes,Yes,4.3,3130,MG Road,Casual Dining,Indian Indian North South,1500.0
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2119,Lavelle Road,Dining Fine,Continental Indian Italian North,2200.0
Rim Naam - The Oberoi,No,No,4.6,983,MG Road,Dining Fine,Thai,3000.0
The Tao Terraces,Yes,Yes,4.0,1913,MG Road,Casual Dining,Burmese Chinese Japanese Korean Thai,2100.0
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,152,Ulsoor,Dining Fine,American Continental Indian Indian North South,2800.0
Rasovara,Yes,Yes,4.3,765,Lavelle Road,Casual Dining,Indian North Rajasthani,1400.0
Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,679,Richmond Road,Dining Fine,Chinese Continental European Thai,2500.0
Le Jardin - The Oberoi,No,No,4.3,689,MG Road,Dining Fine,European Indian Mediterranean North,3000.0
Konark Vegetarian Restaurant,No,No,4.1,1007,Residency Road,Casual Dining,Chinese Continental Food Indian Indian Juices North South Street,500.0
BBQ'D - Global Grill & Brewery,No,No,4.3,458,Lavelle Road,Casual Dining Microbrewery,BBQ Indian North,1500.0
The Spice Bazaar,No,Yes,4.2,332,Lavelle Road,Bar Casual Dining,Indian Mughlai North,1000.0
The Market - The Ritz-Carlton,No,Yes,4.3,614,Residency Road,Dining Fine,European Indian North Thai,3400.0
WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,Richmond Road,Dining Fine,Asian Continental Indian North,2000.0
Tiger Trail - Ramada Hotel,Yes,Yes,4.0,188,Shivajinagar,Bar Casual Dining,Indian Lucknowi North,1300.0
Puran da Dhaba - The Pride Hotel,Yes,No,4.0,164,Richmond Road,Bar Casual Dining,Indian North,1700.0
Season - Adarsh Hamilton,No,Yes,4.3,326,Richmond Road,Casual Dining,Chinese Continental Indian Indian North South,1200.0
Cafe Mangii,Yes,Yes,4.3,1048,Lavelle Road,Casual Dining,Continental Italian Pizza,1600.0
Panchavati Gaurav Thali,Yes,Yes,4.0,929,Brigade Road,Casual Dining,Gujarati Rajasthani,800.0
Ithaca - The Chancery Pavilion,No,Yes,3.9,312,Residency Road,Dining Fine,Continental European Indian Italian North,2000.0
South Parade - The Chancery Hotel,No,No,3.1,123,Lavelle Road,Bar Casual Dining,Chinese Continental Indian North,1200.0
Mint Masala,No,No,2.8,252,Infantry Road,Casual Dining,Chinese Indian North,1000.0
Saatvikk,No,No,2.8,132,Brigade Road,Casual Dining,Continental Indian Indian North South,650.0
Curry with a 'K' - St. Mark's Hotel,No,No,3.9,89,St. Marks Road,Casual Dining,Hyderabadi Indian Mughlai North,1400.0
Cafe Treat - The Pride Hotel,Yes,No,4.1,118,Richmond Road,Casual Dining,Asian Continental Italian,1000.0
Canopy,No,No,3.0,108,MG Road,Casual Dining,Chinese Continental Indian North,800.0
Cafe @ Elanza,No,No,3.7,145,Richmond Road,Cafe Casual Dining,Cafe Chinese Indian North,1000.0
Monsoon - The Park Bangalore,No,Yes,4.2,271,MG Road,Dining Fine,Indian Italian North,3000.0
Sunehri,No,No,3.8,67,Richmond Road,Casual Dining,Indian South,500.0
70 Brigade - Iris Hotel,No,Yes,3.9,106,Brigade Road,Casual Dining,Chinese Indian North Pizza,1000.0
Mynt - The Taj West End,No,Yes,4.1,339,Race Course Road,Dining Fine,Indian Italian Lebanese North,2500.0
Red Onion,Yes,Yes,4.2,552,Shanti Nagar,Casual Dining,Biryani Chinese Indian Kebab North,1200.0
Banjara Melting Pot,Yes,Yes,4.2,475,Cunningham Road,Casual Dining,Chinese Indian North Seafood,1700.0
One Atria Cafe,No,Yes,3.8,102,Race Course Road,Casual Dining,Continental Indian Indian North South,1600.0
BISO - Citrus Hotels,No,Yes,3.9,158,Cunningham Road,Casual Dining,Continental Indian Indian Italian North South,1100.0
BLOW,Yes,Yes,4.3,945,Church Street,Cafe,American Burger Cafe Continental,750.0
Cafe Azzure,Yes,Yes,4.3,2669,MG Road,Cafe,Burger Cafe Continental Italian,1200.0
Brik Oven,No,No,4.6,2263,Church Street,Cafe,Beverages Cafe Pizza,1100.0
The White Room - Coffee & Kitchen,No,Yes,4.0,1706,Church Street,Cafe,American Cafe Continental Desserts,1000.0
Matteo Coffea,No,No,4.4,2638,Church Street,Cafe,Cafe,600.0
Smally's Resto Cafe,Yes,No,4.3,3548,Church Street,Cafe,American Burger Cafe Italian Steak,650.0
Little Green Cafe,No,No,4.3,788,Church Street,Cafe Casual Dining,Beverages Cafe Continental Food Healthy Italian Salad Sandwich,900.0
Wolf'ish,Yes,No,4.1,461,Church Street,Cafe,American Burger Cafe Italian Pizza,700.0
Tata Cha,Yes,No,3.9,67,Church Street,Beverage Cafe Shop,Cafe Indian North Tea,500.0
Starbucks,No,No,4.1,526,Church Street,Cafe,Cafe Desserts,700.0
Green Theory,Yes,Yes,4.2,2840,Residency Road,Cafe Casual Dining,Asian Cafe Desserts Food Healthy Italian Pizza Salad,800.0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,693,MG Road,Cafe Casual Dining,American Cafe Continental,1700.0
Truffles,No,No,4.5,3573,St. Marks Road,Cafe,American Burger Cafe Steak,900.0
Glen's Bakehouse,Yes,No,4.4,1093,Lavelle Road,Bakery Cafe,Bakery Cafe Desserts Italian,600.0
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,564,MG Road,Cafe Casual Dining,Cafe Continental Indian Indian Italian North Salad South,2500.0
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,523,Lavelle Road,Bakery Cafe,Bakery Burger Cafe Italian Salad Sandwich,1400.0
Cafe Kaara,No,No,4.2,164,Ulsoor,Cafe,Cafe Desserts Pizza Salad,750.0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Yes,No,4.1,115,Richmond Road,Cafe,BBQ Burger Cafe Continental Pizza Wraps,700.0
Skoolroom,Yes,No,4.3,569,Ulsoor,Cafe,Beverages Burger Cafe Continental Italian,700.0
Lakeview Milkbar,No,No,4.0,1445,MG Road,Cafe Dessert Parlor,Cafe Desserts Fast Food,500.0
Cafe Coffee Day The Square,No,No,4.1,388,Lavelle Road,Cafe,Cafe,1100.0
The Souk,Yes,No,3.7,66,Ulsoor,Cafe,Cafe Continental Italian Mediterranean Pizza,800.0
Happy Belly Bakes,Yes,No,4.2,116,MG Road,Bakery Cafe,Bakery Cafe,500.0
The Blackboard Bakery,No,Yes,3.7,90,Lavelle Road,Bakery Cafe,Bakery Cafe Continental,1000.0
Fatso's,Yes,No,3.8,72,Brigade Road,Cafe,American Burger Cafe Italian,650.0
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,Yes,No,3.9,462,Ulsoor,Cafe Casual Dining,American Cafe Continental Steak,800.0
Soul Cafe,No,Yes,3.9,314,MG Road,Cafe,Cafe Continental Italian,800.0
Peppa Zzing,Yes,No,4.3,1133,Infantry Road,Cafe,Burger Cafe Fast Food,800.0
Cafe Cerrise,Yes,No,3.8,96,Ulsoor,Cafe,Cafe Continental Salad,600.0
Gobble Up Churros Cafe,Yes,No,3.8,37,Ulsoor,Casual Dining,Bakery Beverages Cafe Desserts Spanish,400.0
Cafe @ Elanza,No,No,3.7,145,Richmond Road,Cafe Casual Dining,Cafe Chinese Indian North,1000.0
Cafe Aladdin,No,No,3.9,74,St. Marks Road,Cafe,Cafe Chinese,500.0
Cafe Cassia& Deli,No,No,4.2,115,Ulsoor,Cafe Casual Dining,Cafe Lebanese Mediterranean,1000.0
Bon Sante,Yes,No,3.6,104,Brigade Road,Cafe,Cafe Continental Italian,800.0
Berrylicious Cafe,Yes,No,4.1,125,MG Road,Cafe Casual Dining,Cafe Chinese Continental Cream Desserts Ice Indian North Pizza,900.0
The Coffee Bean & Tea Leaf,Yes,No,3.8,260,MG Road,Cafe,Cafe,700.0
Hammered,Yes,Yes,4.7,4677,Cunningham Road,Cafe Pub,Cafe Continental Indian Japanese North Thai,1300.0
Dolci Desserts,Yes,No,4.3,655,Cunningham Road,Cafe Dessert Parlor,Cafe Desserts,750.0
Step Right Up,Yes,No,4.1,153,Vasanth Nagar,Cafe,Cafe Italian,300.0
Infinitea Tea Room & Tea Store,Yes,Yes,4.3,860,Cunningham Road,Cafe Casual Dining,Cafe Continental Desserts Momos Salad,1000.0
Mudpipe Cafe,Yes,No,4.2,740,Cunningham Road,Cafe,Burger Cafe Continental Italian,750.0
The Courtyard,No,Yes,3.9,297,Shanti Nagar,Cafe,Cafe Italian,750.0
BanBay,No,No,4.0,44,Vasanth Nagar,Cafe,Burger Cafe Desserts Indian Modern Pizza,1100.0
Bangalore Masala House,Yes,No,4.2,255,Vasanth Nagar,Cafe,Cafe Continental Fast Food,500.0
Behrouz Biryani,Yes,No,4.1,128,Vasanth Nagar,Delivery,Biryani,650.0
Eat At Nite,Yes,No,3.1,57,Frazer Town,Delivery Takeaway,Chinese Indian North Rolls,400.0
Ovenstory Pizza,Yes,No,3.8,97,Vasanth Nagar,Delivery,Pizza,750.0
Empire Restaurant,Yes,No,4.0,3213,Church Street,Casual Dining,Chinese Indian Indian Mughlai North South,750.0
Deshi Fusion Pizza,Yes,No,3.3,73,Old Madras Road,Delivery,Chinese Pizza Rolls,750.0
Karama Restaurant,Yes,Yes,4.4,2866,Frazer Town,Casual Dining,Arabian Beverages Indian North,750.0
Masala Central,Yes,No,3.7,75,Frazer Town,Bites Quick,Indian North,300.0
Firangi Bake,Yes,No,3.9,58,Indiranagar,Delivery,Italian Mexican,600.0
Mama Mia!,Yes,No,4.3,423,Indiranagar,Cafe Dessert Parlor,Cafe Desserts,400.0
Smally's Resto Cafe,Yes,Yes,4.1,1852,Ulsoor,Cafe,American Burger Cafe Italian Steak,650.0
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.0,85,Residency Road,Bites Dessert Parlor Quick,Beverages Cafe Desserts Fast Food,400.0
InnerChef,Yes,No,3.7,270,Indiranagar,Delivery,Continental Indian North,500.0
Dakshin Biryani & Tiffin,Yes,No,3.4,334,Indiranagar,Casual Dining,Andhra Indian Indian North South,550.0
99 Pancakes,Yes,No,4.1,41,Church Street,Dessert Parlor,Cream Desserts Ice,150.0
Midnight Hunger Solutions 24/7,Yes,No,2.1,254,Indiranagar,Delivery,Chinese Indian Mughlai North,500.0
Church Street Social,Yes,No,4.3,7547,Church Street,Lounge,American Chinese Finger Food Indian Momos North,1500.0
Shanmukha,Yes,No,3.9,143,Old Airport Road,Casual Dining,Andhra Biryani Chinese Indian North,800.0
Domino's Pizza,Yes,No,3.7,266,Shanti Nagar,Bites Quick,Fast Food Pizza,400.0
Kanteen 038,Yes,No,4.0,51,Indiranagar,Bites Quick,Beverages Fast Food Tea,200.0
Burger King,Yes,No,4.0,1393,Indiranagar,Bites Quick,Beverages Burger Fast Food,600.0
Imperial Restaurant,Yes,No,3.9,239,Indiranagar,Casual Dining,Biryani Chinese Indian Juices Kebab North,800.0
eat.fit,Yes,Yes,4.1,94,Church Street,Bites Quick,Biryani Food Healthy Indian North,300.0
M.M.A Kababs Rolls & Biryani Center,Yes,No,2.7,67,Old Madras Road,Bites Quick,Arabian Chinese Fast Food Kebab Mughlai,400.0
The Mughal's,Yes,No,3.7,89,Frazer Town,Bites Quick,Chinese Indian Mughlai North,400.0
Donne Biriyani House,Yes,No,4.1,474,Indiranagar,Bites Quick,Biryani,300.0
Richie Rich,Yes,No,4.0,624,Race Course Road,Bites Dessert Parlor Quick,Beverages Cream Desserts Fast Food Ice,450.0
Xpress Biryani,Yes,No,4.3,148,Ulsoor,Casual Dining,Biryani Indian Kebab North,650.0
Pathaan Sir,Yes,No,3.3,156,Indiranagar,Bites Quick,Fast Food Momos Rolls,250.0
XO Belgian Waffle,Yes,No,4.4,216,Brigade Road,Court Food,Beverages Desserts,450.0
Meghana Foods,Yes,No,4.3,2139,Residency Road,Casual Dining,Andhra Biryani Indian North Seafood,600.0
Smoke House Deli,Yes,No,4.6,2492,Lavelle Road,Casual Dining,Desserts European Italian Juices Salad Steak,1600.0
WOW! Momo,Yes,No,3.7,123,Brigade Road,Bites Court Food Quick,Momos Tibetan,400.0
Hammered,Yes,Yes,4.7,4677,Cunningham Road,Cafe Pub,Cafe Continental Indian Japanese North Thai,1300.0
Nando's,Yes,No,4.3,1220,Indiranagar,Casual Dining,African Portuguese,1200.0
Thai Chy,Yes,Yes,4.3,376,Indiranagar,Casual Dining,Asian Indonesian Thai,1200.0
FreshMenu,Yes,No,3.8,377,Richmond Road,Delivery,American Biryani Burger Chinese Continental Food Healthy Indian North Salad,450.0
Danny Lambas Punjabi Dhaba,Yes,No,3.5,98,Indiranagar,Casual Dining,Biryani Chinese Indian North,600.0
The Bundle Co.,Yes,No,4.4,223,MG Road,Bites Quick,Beverages Burger Continental Italian,700.0
Leon Grill,Yes,No,4.3,285,St. Marks Road,Bites Quick,Arabian Burger Desserts Fast Food Food Healthy Salad Turkish,500.0
Belgian Waffle Factory,Yes,No,4.9,1744,Brigade Road,Dessert Parlor,Desserts,400.0
Rahhams,Yes,No,3.9,850,Frazer Town,Casual Dining,Chinese Indian Mughlai North,700.0
Punjabi Dhaba,Yes,No,3.4,352,Ejipura,Bites Quick,Chinese Indian North,350.0
Tadkawala,Yes,No,3.5,70,Vasanth Nagar,Delivery Takeaway,Indian North,200.0
Gobble Up Churros Cafe,Yes,No,3.8,37,Ulsoor,Casual Dining,Bakery Beverages Cafe Desserts Spanish,400.0
McDonald's,Yes,No,3.8,106,Ulsoor,Bites Quick,Burger Fast Food,500.0
KFC,Yes,No,3.6,206,Cunningham Road,Bites Quick,Burger Fast Food,400.0
Dunkin' Donuts,Yes,No,4.1,1079,Brigade Road,Bites Dessert Parlor Quick,Burger Desserts Fast Food,550.0
Mandarin Box,No,No,4.0,79,Church Street,Bites Quick,Chinese,500.0
Corner House Ice Cream,Yes,No,4.4,635,Residency Road,Dessert Parlor,Cream Desserts Ice,400.0
Little Green Cafe,No,No,4.3,788,Church Street,Cafe Casual Dining,Beverages Cafe Continental Food Healthy Italian Salad Sandwich,900.0
Somilan Steak House,No,No,4.3,527,Church Street,Casual Dining,Asian Eastern Momos Naga North Steak,800.0
IceBreakers,No,No,4.3,182,Church Street,Dessert Parlor,Cream Desserts Ice,400.0
Venus Biryani,Yes,No,3.0,144,Domlur,Bites Quick,Biryani Chinese,200.0
Soda Bottle Opener Wala,Yes,Yes,4.4,3656,Lavelle Road,Cafee Casual Dining Irani,Indian North Parsi,1300.0
Cafe Azzure,Yes,Yes,4.3,2669,MG Road,Cafe,Burger Cafe Continental Italian,1200.0
Le Gateau - The Cake Shop,Yes,No,4.4,536,Old Airport Road,Delivery,Bakery Desserts,600.0
Meaza Ginger Multi Cuisine Restaurant,Yes,No,3.6,91,Indiranagar,Casual Dining,Chinese Indian Indian Kerala North South,550.0
Eden Park,Yes,Yes,4.1,614,Cunningham Road,Casual Dining,Andhra Biryani Chinese Indian Indian North Seafood South,1100.0
Glen's Bakehouse,Yes,No,4.4,1093,Lavelle Road,Bakery Cafe,Bakery Cafe Desserts Italian,600.0
Firewood Biryani,Yes,No,3.9,454,Residency Road,Bites Quick,Biryani Kebab Rolls,400.0
Savoury Restaurant,Yes,No,4.1,1445,Frazer Town,Casual Dining,Arabian Beverages Chinese Indian North,800.0
Pasta Street,Yes,Yes,4.5,1623,Cunningham Road,Casual Dining,Italian Pizza Salad,1300.0
Lassi Shop,No,No,3.9,32,Church Street,Beverage Shop,Beverages Cream Ice,200.0
Mainland China,Yes,Yes,4.5,1401,Church Street,Bar Casual Dining,Chinese Momos,1700.0
The Tao Terraces,Yes,Yes,4.0,1913,MG Road,Casual Dining,Burmese Chinese Japanese Korean Thai,2100.0
MISU,Yes,Yes,4.6,1217,St. Marks Road,Bar Casual Dining,Asian Indonesian Japanese Korean Malaysian Singaporean,1700.0
Toscano,Yes,Yes,4.4,1842,Lavelle Road,Casual Dining,Italian Salad,1500.0
Pizza Hut,Yes,No,3.8,235,Shanti Nagar,Casual Dining,Fast Food Pizza,750.0
Tata Cha,Yes,No,3.9,67,Church Street,Beverage Cafe Shop,Cafe Indian North Tea,500.0
Krispy Kreme,Yes,No,4.0,47,Richmond Road,Dessert Parlor,Beverages Desserts,300.0
Amritsari Kulcha Bite,Yes,No,3.9,104,Ulsoor,Bites Quick,Indian North,150.0
Teppan Japanese Grill & Sushi Bar,Yes,No,4.3,904,Ulsoor,Casual Dining,Japanese,2000.0
Vasudev Adiga's,No,No,3.0,53,Church Street,Bites Quick,Chinese Food Indian Indian North South Street,250.0
Mudpipe Cafe,Yes,No,4.2,740,Cunningham Road,Cafe,Burger Cafe Continental Italian,750.0
Keventers,Yes,No,3.8,54,Commercial Street,Beverage Dessert Parlor Shop,Beverages Cream Desserts Ice,400.0
Healthie,Yes,No,3.9,189,Indiranagar,Delivery,Beverages Food Healthy,600.0
Coastal Delight,Yes,No,4.1,198,Indiranagar,Casual Dining,Chinese Indian Indian Mangalorean North Seafood South,650.0
Sweet Chariot,Yes,No,3.8,111,Cunningham Road,Dessert Parlor,Bakery Fast Food,500.0
No 10 Fort Cochin,Yes,Yes,3.8,194,St. Marks Road,Casual Dining,Biryani Indian Kerala Seafood South,800.0
The Open Box,Yes,Yes,4.2,2272,St. Marks Road,Bar Casual Dining,Asian European Indian Mediterranean North Salad,1400.0
Tandoor,Yes,Yes,3.9,1362,MG Road,Dining Fine,Indian North,2100.0
Portland Steakhouse & Cafe,Yes,Yes,4.3,2040,MG Road,Casual Dining,American BBQ Burger Continental Italian Salad Steak,1500.0
Red Onion,Yes,Yes,4.2,552,Shanti Nagar,Casual Dining,Biryani Chinese Indian Kebab North,1200.0
Mad Over Donuts,Yes,No,3.9,148,Brigade Road,Court Food,Bakery Beverages Desserts,450.0
Maravanthe,Yes,Yes,4.4,686,Indiranagar,Casual Dining,Mangalorean Seafood,1000.0
Hotel Fanoos,Yes,No,4.0,787,Richmond Road,Bites Quick,Arabian Biryani Kebab Rolls,400.0
Feast India Co.,Yes,No,4.2,133,Cunningham Road,Casual Dining,Awadhi Bengali Indian North,1500.0
Fujan,Yes,No,3.6,54,Frazer Town,Casual Dining,Chinese Seafood Thai,600.0
Mahesh Lunch Home,Yes,Yes,4.1,860,Residency Road,Casual Dining,Chinese Indian Mangalorean North Seafood,1400.0
Hatti Kaapi,Yes,No,3.9,54,Brigade Road,Bites Quick,Beverages Indian South,200.0
NoLimmits Lounge and Club,Yes,Yes,4.0,2112,Brigade Road,Club,Burger Chinese Continental Indian North Pizza,2000.0
The Only Place,Yes,Yes,4.2,2924,Church Street,Casual Dining,American BBQ Continental Italian Salad Steak,1000.0
Ibaco,Yes,No,4.0,289,Indiranagar,Dessert Parlor,Desserts,300.0
Shanthi Sagar,Yes,No,4.1,205,Ulsoor,Bites Quick,Chinese Indian Indian Juices North South,250.0
Oregano Pizzeria,Yes,No,3.5,60,Frazer Town,Bites Quick,Italian Pizza,300.0
Drunken Monkey,Yes,No,4.0,122,Church Street,Beverage Bites Quick Shop,Beverages Fast Food,400.0
Vietnamese Kitchen,Yes,Yes,4.1,525,Indiranagar,Casual Dining,Chinese Momos Thai Vietnamese,800.0
Shalimar,Yes,No,4.0,154,Indiranagar,Casual Dining,Chinese Indian North Seafood,700.0
Mangalore pearl - Seafood Restaurant,Yes,No,4.3,1379,Frazer Town,Casual Dining,Mangalorean Seafood,700.0
Alampur Bar And Restaurant,Yes,No,3.7,42,Race Course Road,Casual Dining,Chinese Indian Indian North South,900.0
KC Das,Yes,No,3.9,370,MG Road,Bites Quick Shop Sweet,Food Mithai Street,200.0
The Biere Club,Yes,Yes,4.3,3485,Lavelle Road,Microbrewery Pub,BBQ Continental Finger Food,1700.0
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.2,382,Ulsoor,Cafe,Burger Cafe Fast Finger Food Food Italian Pizza Sandwich,500.0
Oh! Calcutta,Yes,Yes,4.4,1112,Church Street,Bar Casual Dining,Bengali Seafood,1200.0
Bheema's,Yes,No,4.0,781,Church Street,Casual Dining,Andhra,650.0
Kabab Korner,Yes,No,3.9,205,St. Marks Road,Casual Dining,Chinese Fast Food Indian North,500.0
Northern Route,Yes,No,4.1,159,St. Marks Road,Bites Quick,Food Indian North Street,300.0
Kobe Sizzlers,Yes,No,4.1,1120,Brigade Road,Casual Dining,American Continental Fast Food Steak,1500.0
Ayda Persian Kitchen,Yes,No,3.9,224,Church Street,Casual Dining,Indian Iranian North,950.0
Laughing Llama Gastropub,Yes,Yes,4.3,394,Brigade Road,Bar Casual Dining,Continental Finger Food Pizza,1600.0
Hotel Tom's Restaurant,Yes,Yes,4.4,714,Richmond Road,Casual Dining,Chinese Indian Mangalorean North Seafood,1000.0
Tewari Bros Mithai Shoppie,Yes,No,3.8,59,Commercial Street,Shop Sweet,Fast Food Mithai,300.0
Just Shawarma,Yes,No,3.8,110,Ulsoor,Bites Quick,Arabian,300.0
Wazir's,Yes,No,3.3,261,Shanti Nagar,Casual Dining,Chinese Indian North,500.0
Aagaman Veg,Yes,No,4.0,558,Indiranagar,Casual Dining,Chinese Indian Indian North South,900.0
Chung's Chinese Corner,Yes,No,2.7,283,Indiranagar,Casual Dining,Chinese,700.0
Tree Top,Yes,No,3.8,74,Wilson Garden,Casual Dining,Chinese Continental Indian Indian North South,1000.0
Fava,No,Yes,4.4,2041,Lavelle Road,Bar Casual Dining,Desserts Food Healthy Italian Kebab Mediterranean Pizza Salad,1200.0
Alibaba Cafe and Restaurant,Yes,No,3.9,450,Frazer Town,Casual Dining,Arabian Eastern Middle,700.0
Vinny's,Yes,No,3.9,205,Brigade Road,Casual Dining,Continental Desserts Italian Pizza,800.0
Chutney Chang,Yes,Yes,4.2,4733,Church Street,Casual Dining,BBQ Chinese Indian North,1500.0
Smoor,Yes,No,4.1,63,MG Road,Dessert Parlor,Desserts,900.0
Suryawanshi,Yes,No,4.2,447,Indiranagar,Casual Dining,Maharashtrian Seafood,700.0
Chai Point,No,No,3.8,148,Cunningham Road,Beverage Bites Quick Shop,Beverages Fast Food Tea,250.0
Zaks Mediterranean Cuisine,Yes,No,3.9,255,Frazer Town,Casual Dining,Arabian Lebanese Mediterranean,700.0
Infinitea Tea Room & Tea Store,Yes,Yes,4.3,860,Cunningham Road,Cafe Casual Dining,Cafe Continental Desserts Momos Salad,1000.0
7 Plates,Yes,No,3.9,169,Frazer Town,Bites Quick,Fast Food Indian Mughlai North Rolls,600.0
Hoppipola,Yes,No,4.3,1708,Church Street,Lounge,Continental European Mediterranean,1300.0
ZOROY Luxury Chocolate,Yes,No,4.0,68,Church Street,Dessert Parlor,Desserts,250.0
The Belgian Waffle Co.,Yes,No,3.7,73,Residency Road,Dessert Parlor,Beverages Desserts,350.0
Panchavati Gaurav Thali,Yes,Yes,4.0,929,Brigade Road,Casual Dining,Gujarati Rajasthani,800.0
Manjit Da Dhaba,Yes,No,4.3,783,Frazer Town,Bites Quick,Indian North,300.0
Anupam's Coast II Coast,Yes,Yes,4.1,853,Church Street,Casual Dining,Chinese Indian Mangalorean North Seafood,1400.0
In Wok,Yes,No,3.6,118,Richmond Road,Casual Dining,Chinese,500.0
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,131,Brigade Road,Dessert Parlor,Cream Desserts Ice,180.0
Happy Belly Bakes,Yes,No,4.2,116,MG Road,Bakery Cafe,Bakery Cafe,500.0
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,Yes,No,3.9,462,Ulsoor,Cafe Casual Dining,American Cafe Continental Steak,800.0
Mani's Dum Biryani,Yes,No,4.0,175,Ulsoor,Casual Dining,Biryani Kebab,750.0
Foody's,Yes,No,3.8,169,Shanti Nagar,Bites Quick,Indian Indian North South,250.0
Swathi Deluxe Restaurant,Yes,No,3.0,74,Shanti Nagar,Casual Dining,Indian North,500.0
Marzipan Cafe & Bakery,Yes,No,4.2,432,Ulsoor,Bakery Cafe,Bakery Beverages Cafe Greek Mediterranean,700.0
